Desc,Desc - Split 1,Desc - Split 2,ID,Portion,Calcium,Calories,Carbs,Chol,Fat,Fiber,Potassium,Protein,Sodium,Sugar,Vitamin C,Water
"YOGURT,FRUIT VAR,NONFAT,FORT W/ VITAMIN D",YOGURT,FRUIT VAR,1218,"1 container,  (6 oz)",152,95,19,2,0.2,0,194,4.4,58,19,0.7,75.4
"YOGURT,FRUIT,LOWFAT,W/ LO CAL SWTNR,FORT W/ VITAMIN D",YOGURT,FRUIT,1219,"1 container,  (6 oz)",152,105,18.6,6,1.41,0,194,4.86,58,2.9,0.7,74.1
"YOGURT,VANILLA,LOFAT,11 GRAMS PROT PER 8 OZ,FORT W/ VIT D",YOGURT,VANILLA,1220,"1 container,  (6 oz)",171,85,13.8,5,1.25,0,219,4.93,66,13.8,0.8,79
"YOGURT,VAN/LEM FLAV,NONFAT MILK,W/ LO-CAL SWTNR,FORT W/VIT D",YOGURT,VAN/LEM FLAV,1221,"1 container,  (6 oz)",143,43,7.5,2,0.18,0,177,3.86,59,7.5,1.1,87.43
"YOGURT,CHOC,NONFAT MILK,FORT W/ VITAMIN D",YOGURT,CHOC,1222,"1 container,  (6 oz)",88,112,23.53,1,0,1.2,339,3.53,135,14.97,0,71.57
"PROTEIN SUPP,MILK BSD,MUSCLE MILK,PDR",PROTEIN SUPP,MILK BSD,1223,1 tbsp,500,411,18.5,21,17.14,7.1,1129,45.71,329,5.71,30,15
"PROTEIN SUPP,MILK BSD,MUSCLE MILK LT,PDR",PROTEIN SUPP,MILK BSD,1224,2 scoop,1200,396,22,10,12,2,840,50,250,4,42,12
DULCE DE LECHE,DULCE DE LECHE,,1225,1 tbsp,251,315,55.35,29,7.35,0,350,6.84,129,49.74,2.6,28.71
"EGG SUB,LIQ OR FRZ,FAT FREE",EGG SUB,LIQ OR FRZ,1226,.25 cup,73,48,2,0,0,0,213,10,199,2,0.5,87
"CHEESE,FRSH,QUESO FRESCO",CHEESE,FRSH,1228,"1 cup, crumbled",566,299,2.98,69,23.82,0,129,18.09,751,2.32,0,51.42
"MILK,BTTRMLK,FLUID,WHL",MILK,BTTRMLK,1230,1 cup,115,62,4.88,11,3.31,0,135,3.21,105,4.88,0,87.91
"YOGURT,VANILLA FLAVOR,LOWFAT MILK,SWTND W/ LO CAL SWTNR",YOGURT,VANILLA FLAVOR,1231,1 container,171,86,13.8,5,1.25,0,219,4.93,66,5.43,0.8,79
"YOGURT,FRZ,FLAVORS NOT CHOC,NONFAT MILK,W/ LOW-CALORIE SWTNR",YOGURT,FRZ,1235,.5 cup,159,104,19.7,4,0.8,2,339,4.4,81,12.61,0.7,73.5
"ICE CRM,SOFT SERVE,CHOC",ICE CRM,SOFT SERVE,1236,.5 cup,131,222,22.2,91,13,0.7,177,4.1,61,21.16,0.8,59.8
"ICE CRM,BAR OR STK,CHOC COVERED",ICE CRM,BAR OR STK,1237,1 bar,119,331,24.5,28,24.1,0.8,305,4.1,68,18.3,0,46.3
ICE CRM SNDWCH,ICE CRM SNDWCH,,1238,1 serving,86,237,37.14,21,8.57,0,115,4.29,129,18.57,0,48.9
ICE CRM COOKIE SNDWCH,ICE CRM COOKIE SNDWCH,,1239,1 serving,73,240,39.6,6,7.4,1.2,68,3.7,162,21.3,0,48.7
"ICE CRM CONE,CHOC COVERED,W/ NUTS,FLAVORS OTHER THAN CHOC",ICE CRM CONE,CHOC COVERED,1240,1 unit,63,354,34.38,21,21.88,1,222,5.21,94,25,0,37.43
"ICE CRM SNDWCH,MADE W/ LT ICE CRM,VANILLA",ICE CRM SNDWCH,MADE W/ LT ICE CRM,1241,1 serving,30,186,39.64,7,3.04,0,41,4.29,146,17.86,0,52.63
"ICE CRM SNDWCH,VANILLA,LT,NO SUGAR ADDED",ICE CRM SNDWCH,VANILLA,1242,1 serving,86,200,42.86,21,2.86,7.1,41,5.71,164,6.58,0,48.13
"FAT FREE ICE CRM,NO SUGAR ADDED,FLAVORS OTHER THAN CHOC",FAT FREE ICE CRM,NO SUGAR ADDED,1243,.5 cup,147,129,27.94,0,0,7.4,196,4.41,110,8.82,0,65.52
"MILK DSSRT BAR,FRZ,MADE FROM LOWFAT MILK",MILK DSSRT BAR,FRZ,1244,1 bar,184,147,33.09,7,1.47,6.6,316,4.41,92,22.06,0.9,61.43
"NUTRITIONAL SUPP FOR PEOPLE W/ DIABETES,LIQ",NUTRITIONAL SUPP FOR PEOPLE W/ DIABETES,LIQ,1250,1 can,110,88,11.88,2,3.08,2.2,176,4.4,92,2.64,26.4,79.74
"CHEESE,MEXICAN BLEND",CHEESE,MEXICAN BLEND,1251,".25 cup, shredded",659,358,1.75,95,28.51,0,85,23.54,338,1.23,0,42.48
"CHEESE PRODUCT,PAST PROCESS,AMERICAN,VITAMIN D FORT",CHEESE PRODUCT,PAST PROCESS,1252,"1 slice,  (2/3 oz)",1375,307,8.85,78,23.06,0,295,16.09,1279,6.24,0,45.07
"CHEESE,PAST PROCESS,AMERICAN,WO/ ADDED VITAMIN D",CHEESE,PAST PROCESS,1253,1 oz,1045,371,3.7,100,31.79,0,132,18.13,1671,2.26,0,39.61
"CHEESE FD,PAST PROCESS,AMERICAN,WO/ ADDED VITAMIN D",CHEESE FD,PAST PROCESS,1254,1 cup,682,330,8.56,98,25.63,0,255,16.86,1441,5.59,0,44
"EGG,WHL,RAW,FRZ,SALTED,PAST",EGG,WHL,1255,1 oz,55,138,0.83,387,10.07,0,128,10.97,3663,0.07,0,67.83
"YOGURT,GREEK,PLN,NONFAT",YOGURT,GREEK,1256,1 container,110,59,3.6,5,0.39,0,141,10.19,36,3.24,0,85.1
"EGG,WHITE,DRIED,STABILIZED,GLUCOSE RED",EGG,WHITE,1258,"1 cup,  sifted",101,357,4.51,0,0.32,0,884,84.08,1299,0,0,5.48
"CHEESE SPRD,AMERICAN OR CHEDDAR CHS BASE,RED FAT",CHEESE SPRD,AMERICAN OR CHEDDAR CHS BASE,1259,1 piece,557,176,10.71,38,8.88,0,250,13.41,1102,7.06,0,61.82
"CHEESE,CHEDDAR,RED FAT",CHEESE,CHEDDAR,1260,1 slice,761,309,4.06,76,20.41,0,63,27.35,628,0.26,0,44.29
"ICE CRM,LT,SOFT SERVE,CHOC",ICE CRM,LT,1263,1 medium,134,141,23.15,15,3.69,0,207,3.36,64,19.46,0,68.92
"ICE CRM BAR,STK OR NUGGET,W/ CRUNCH COATING",ICE CRM BAR,STK OR NUGGET,1264,26 pieces,63,358,37.12,16,25.26,1.1,71,2.11,84,21.05,0,35.48
"CHEESE,CHEDDAR,NONFAT OR FAT FREE",CHEESE,CHEDDAR,1265,1 serving,893,157,7.14,18,0,0,66,32.14,1000,0,0,57
"CHEESE,SWISS,NONFAT OR FAT FREE",CHEESE,SWISS,1266,1 serving,961,127,3.4,18,0,0,111,28.4,1000,1.33,0,63.6
"CHEESE,MEXICAN,QUESO COTIJA",CHEESE,MEXICAN,1267,2 tsp,800,366,3.97,100,30,0,125,20,1400,0,0,38
"CHEESE,CHEDDAR,SHARP,SLICED",CHEESE,CHEDDAR,1270,"1 slice,  (2/3 oz)",711,410,2.13,99,33.82,0,76,24.25,644,0.27,0,36.15
"CHEESE,MOZZARELLA,LO MOIST,PART-SKIM,SHREDDED",CHEESE,MOZZARELLA,1271,1 cup,716,304,8.06,65,19.72,0,131,23.63,682,2.24,0,44.81
"YOGURT,GREEK,STRAWBERRY,LOWFAT",YOGURT,GREEK,1284,"1 container,  (5.3 oz)",88,103,11.89,12,2.57,1,129,8.17,33,11.23,0.7,76.81
"YOGURT,GREEK,STRAWBERRY,NONFAT",YOGURT,GREEK,1285,"1 container,  (5.3 oz)",97,82,12.07,4,0.15,0.6,132,8.05,33,11.27,0.3,79.13
"YOGURT,GREEK,VANILLA,NONFAT",YOGURT,GREEK,1286,"1 container,  (5.3 oz)",99,78,10.37,3,0.18,0.5,123,8.64,34,9.54,0,80.26
"YOGURT,GREEK,PLN,LOWFAT",YOGURT,GREEK,1287,"1 container,  (7 oz)",115,73,3.94,10,1.92,0,141,9.95,34,3.56,0.8,83.56
"KEFIR,LOWFAT,PLN,LIFEWAY",KEFIR,LOWFAT,1289,,130,41,4.48,5,0.93,0,164,3.79,40,4.61,0.2,90.07
"KEFIR,LOWFAT,STRAWBERRY,LIFEWAY",KEFIR,LOWFAT,1290,,119,62,10.2,5,0.9,0,154,3.39,37,9.21,1.5,84.82
"MILK,CND,EVAP,WO/ VIT A",MILK,CND,1291,1 cup,267,107,15.74,0,2,0,303,6.67,100,6.67,16,74.04
"MILK,CHOC,FAT FREE,W/ ADDED VIT A & VITAMIN D",MILK,CHOC,1292,,127,67,13.46,2,0,0,182,3.39,110,9.32,1,82.34
"YOGURT,GREEK,PLN,WHL MILK",YOGURT,GREEK,1293,,100,97,3.98,13,5,0,141,9,35,4,0,81.3
"YOGURT,GREEK,FRUIT,WHL MILK",YOGURT,GREEK,1294,,100,106,12.29,10,3,0,113,7.33,37,12,0,76.81
"YOGURT,VANILLA,NON-FAT",YOGURT,VANILLA,1295,"1 cup,  (8 fl oz)",118,78,17.04,3,0,0,141,2.94,47,5.88,0,79
"YOGURT,GREEK,VANILLA,LOWFAT",YOGURT,GREEK,1297,,100,95,9.54,5,2.5,0,123,8.64,40,9.54,0,78.76
"YOGURT,FRZ,FLAVORS OTHER THAN CHOC,LOWFAT",YOGURT,FRZ,1298,,200,139,21,45,2.5,0,108,8,45,21,0,68.08
"ICE CRM BAR,COVERED W/ CHOC & NUTS",ICE CRM BAR,COVERED W/ CHOC & NUTS,1300,,90,303,11.89,56,25.84,1.1,304,5.62,56,10.8,0,55.14
ICE CRM SUNDAE CONE,ICE CRM SUNDAE CONE,,1301,,60,254,28.89,15,14,1,204,3,115,21.26,0,53.31
"LIGHT ICE CRM,CREAMSICLE",LIGHT ICE CRM,CREAMSICLE,1302,,62,165,32.75,8,3.08,0,174,1.54,46,18.46,13.8,61.77
"CREAM,HALF & HALF,LOWFAT",CREAM,HALF & HALF,1303,,133,72,3.33,17,5,0,132,3.33,50,3.33,0,87.83
"MILK,CHOC,LOWFAT,RED SUGAR",MILK,CHOC,1305,,122,54,7.68,5,1.04,0,168,3.43,66,7.29,0,87.09
"ICE CRM,LOWFAT,NO SUGAR ADDED,CONE,ADDED PNUTS & CHOC SAU",ICE CRM,LOWFAT,1306,,133,265,40.01,7,9.33,9.3,213,5.33,113,10.67,0,43.85
"SPICES,BASIL,DRIED",SPICES,BASIL,2003,"1 tsp, leaves",2240,233,47.75,0,4.07,37.7,2630,22.98,76,1.71,0.8,10.35
CARAWAY SEED,CARAWAY SEED,,2005,1 tsp,689,333,49.9,0,14.59,38,1351,19.77,17,0.64,21,9.87
CELERY SEED,CELERY SEED,,2007,1 tsp,1767,392,41.35,0,25.27,11.8,1400,18.07,160,0.67,17.1,6.04
CHILI POWDER,CHILI POWDER,,2009,1 tsp,330,282,49.7,0,14.28,34.8,1950,13.46,2867,7.19,0.7,10.75
"CINNAMON,GROUND",CINNAMON,GROUND,2010,1 tsp,1002,247,80.59,0,1.24,53.1,431,3.99,10,2.17,3.8,10.58
"CLOVES,GROUND",CLOVES,GROUND,2011,1 tsp,632,274,65.53,0,13,33.9,1020,5.97,277,2.38,0.2,9.87
"CORIANDER LEAF,DRIED",CORIANDER LEAF,DRIED,2012,1 tsp,1246,279,52.1,0,4.78,10.4,4466,21.93,211,7.27,566.7,7.3
CUMIN SEED,CUMIN SEED,,2014,"1 tsp, whole",931,375,44.24,0,22.27,10.5,1788,17.81,168,2.25,7.7,8.06
CURRY POWDER,CURRY POWDER,,2015,1 tsp,525,325,55.83,0,14.01,53.2,1170,14.29,52,2.76,0.7,8.8
GARLIC POWDER,GARLIC POWDER,,2020,1 tsp,79,331,72.73,0,0.73,9,1193,16.55,60,2.43,1.2,6.45
"GINGER,GROUND",GINGER,GROUND,2021,1 tsp,114,335,71.62,0,4.24,14.1,1320,8.98,27,3.39,0.7,9.94
"MARJORAM,DRIED",MARJORAM,DRIED,2023,1 tsp,1990,271,60.56,0,7.04,40.3,1522,12.66,77,4.09,51.4,7.64
"SPICES,MUSTARD SD,GROUND",SPICES,MUSTARD SD,2024,1 tsp,266,508,28.09,0,36.24,12.2,738,26.08,13,6.79,7.1,5.27
"NUTMEG,GROUND",NUTMEG,GROUND,2025,1 tsp,184,525,49.29,0,36.31,20.8,350,5.84,16,2.99,3,6.23
ONION POWDER,ONION POWDER,,2026,1 tsp,384,341,79.12,0,1.04,15.2,985,10.41,73,6.63,23.4,5.39
"SPICES,OREGANO,DRIED",SPICES,OREGANO,2027,"1 tsp, leaves",1597,265,68.92,0,4.28,42.5,1260,9,25,4.09,2.3,9.93
PAPRIKA,PAPRIKA,,2028,1 tsp,229,282,53.99,0,12.89,34.9,2280,14.14,68,10.34,0.9,11.24
"PARSLEY,DRIED",PARSLEY,DRIED,2029,1 tsp,1140,292,50.64,0,5.48,26.7,2683,26.63,452,7.27,125,5.89
"PEPPER,BLACK",PEPPER,BLACK,2030,"1 tsp, ground",443,251,63.95,0,3.26,25.3,1329,10.39,20,0.64,0,12.46
"PEPPER,RED OR CAYENNE",PEPPER,RED OR CAYENNE,2031,1 tsp,148,318,56.63,0,17.27,27.2,2014,12.01,30,10.34,76.4,8.05
POPPY SEED,POPPY SEED,,2033,1 tsp,1438,525,28.13,0,41.56,19.5,719,17.99,26,2.99,1,5.95
POULTRY SEASONING,POULTRY SEASONING,,2034,1 tsp,996,307,65.59,0,7.53,11.3,684,9.59,27,1.8,12,9.31
PUMPKIN PIE SPICE,PUMPKIN PIE SPICE,,2035,1 tsp,682,342,69.28,0,12.6,14.8,663,5.76,52,7.76,23.4,8.46
"SAGE,GROUND",SAGE,GROUND,2038,1 tsp,1652,315,60.73,0,12.75,40.3,1070,10.63,11,1.71,32.4,7.96
"SPICES,THYME,DRIED",SPICES,THYME,2042,"1 tsp, leaves",1890,276,63.94,0,7.43,37,814,9.11,55,1.71,50,7.79
"TURMERIC,GROUND",TURMERIC,GROUND,2043,1 tsp,168,312,67.14,0,3.25,22.7,2080,9.68,27,3.21,0.7,12.85
"BASIL,FRESH",BASIL,FRESH,2044,5 leaves,177,23,2.65,0,0.64,1.6,295,3.15,4,0.3,18,92.06
"MUSTARD,PREPARED,YELLOW",MUSTARD,PREPARED,2046,"1 tsp,  or 1 packet",63,60,5.83,0,3.34,4,152,3.74,1104,0.92,0.3,83.72
"SALT,TABLE",SALT,TABLE,2047,1 tsp,24,0,0,0,0,0,8,0,38758,0,0,0.2
"VINEGAR,CIDER",VINEGAR,CIDER,2048,1 tbsp,7,21,0.93,0,0,0,73,0,5,0.4,0,93.81
VANILLA EXTRACT,VANILLA EXTRACT,,2050,1 tsp,11,288,12.65,0,0.06,0,148,0.06,9,12.65,0,52.58
"VANILLA EXTRACT,IMITN,NO ALCOHOL",VANILLA EXTRACT,IMITN,2052,1 tsp,3,56,14.4,0,0,0,0,0.03,3,14.4,0,85.58
"VINEGAR,DISTILLED",VINEGAR,DISTILLED,2053,1 tbsp,6,18,0.04,0,0,0,2,0,2,0.04,0,94.78
"CAPERS,CANNED",CAPERS,CANNED,2054,"1 tbsp,  drained",40,23,4.89,0,0.86,3.2,40,2.36,2348,0.41,4.3,83.85
"HORSERADISH,PREPARED",HORSERADISH,PREPARED,2055,1 tsp,56,48,11.29,0,0.69,3.3,246,1.18,420,7.99,24.9,85.08
"SEASONING MIX,DRY,TACO,ORIGINAL",SEASONING MIX,DRY,2075,2 tsp,0,322,58,0,0,13.3,1000,4.5,7203,10.83,0,5.7
CLIF Z BAR,CLIF Z BAR,,3000,,444,409,74.72,0,9.72,8.3,333,5.55,375,30.56,39.1,7.74
"BABYFOOD,JUC TREATS,FRUIT MEDLEY,TODD",BABYFOOD,JUC TREATS,3001,1 packet,12,347,86.68,0,0.02,0,54,0,89,57.4,8,12.89
"BABYFOOD,MEAT,BF,STR",BABYFOOD,MEAT,3002,1 tbsp,5,81,2.43,51,2.52,0,187,12.03,41,0,2.1,82.44
"BABYFOOD,MEAT,BF,JR",BABYFOOD,MEAT,3003,1 oz,5,81,2.43,51,2.52,0,187,12.03,41,0,2.1,82.44
"BABYFOOD,MEAT,VEAL,STR",BABYFOOD,MEAT,3005,1 tbsp,6,81,1.51,33,2.45,0,170,13.12,39,0,0,82.37
"BABYFOOD,MEAT,PORK,STR",BABYFOOD,MEAT,3007,1 oz,5,124,0,48,7.1,0,223,14,42,0,1.8,78.4
"BABYFOOD,MEAT,HAM,STR",BABYFOOD,MEAT,3008,1 tbsp,6,97,3.7,24,3.8,0,204,11.3,44,0,2.1,80.5
"BABYFOOD,MEAT,HAM,JUNIOR",BABYFOOD,MEAT,3009,1 oz,5,97,3.7,29,3.8,0,210,11.3,44,0,2.1,80.5
"BABYFOOD,MEAT,LAMB,STR",BABYFOOD,MEAT,3010,1 tbsp,7,87,0.85,36,3.41,0,193,14.07,43,0,1.2,81.06
"BABYFOOD,MEAT,LAMB,JUNIOR",BABYFOOD,MEAT,3011,1 oz,7,112,0,38,5.2,0,211,15.2,42,0,1.7,79.6
"BABYFOOD,MEAT,CHICK,STR",BABYFOOD,MEAT,3012,1 tbsp,64,130,0.1,61,7.9,0,141,13.7,49,0,1.7,77.5
"BABYFOOD,MEAT,CHICK,JR",BABYFOOD,MEAT,3013,1 tbsp,55,146,0,59,9.6,0,122,14,49,0,1.5,76
"BABYFOOD,MEAT,CHICK STKS,JR",BABYFOOD,MEAT,3014,1 stick,73,188,1.5,78,14.4,0.2,106,14.6,267,1.4,1.7,68.3
"BABYFOOD,MEAT,TURKEY,STR",BABYFOOD,MEAT,3015,1 tbsp,41,111,1.4,58,6.2,0,135,11.5,49,0,2.2,80.32
"BABYFOOD,MEAT,TURKEY,JR",BABYFOOD,MEAT,3016,1 tbsp,41,111,1.4,58,6.2,0,135,11.5,49,0,0,80.32
"Babyfood, meat, turkey sticks, junior",Babyfood,meat,3017,1 stick,83,188,1.4,65,14.2,0.2,120,13.7,295,1.4,1.5,69.8
"BABYFOOD,SNACK,GERBER GRADUATE FRUIT STRIPS,REAL FRUIT BARS",BABYFOOD,SNACK,3019,1 bar,18,330,76.61,0,2.24,2,312,0.82,14,68.65,179.9,19.09
"BABYFOOD,MEAT,MEAT STKS,JR",BABYFOOD,MEAT,3021,1 stick,34,184,1.1,70,14.6,0.2,114,13.4,267,0.8,2.4,69.5
"BABYFOOD,GERBER,2ND FOODS,APPL,CARROT & SQUASH,ORGANIC",BABYFOOD,GERBER,3022,,6,64,14.82,2,0,1.2,106,1.1,20,9.09,2732,83.83
"BABYFOOD,FINGER SNACKS,GERBER,GRADUATES,PUFFS,APPL & CINN",BABYFOOD,FINGER SNACKS,3023,,535,389,85.79,0,2.3,3.8,196,6.19,13,17.84,1.3,3.62
"BABYFOOD,H2O,BTLD,GERBER,WO/ ADDED FLUORIDE.",BABYFOOD,H2O,3024,1 serving,0,0,0,0,0,0,0,0,0,0,0,99.9
"BABYFOOD,GERBER,3RD FOODS,APPL,MANGO & KIWI",BABYFOOD,GERBER,3025,,9,53,12.88,0,0,2,123,0.47,2,10.18,23.3,86.34
"BABYFOOD,TROPICAL FRUIT MEDLEY",BABYFOOD,TROPICAL FRUIT MEDLEY,3026,,0,51,12.22,0,0.14,1.3,141,0.31,0,9.78,15.9,87.14
"BABYFOOD,DINNER,MACARONI&TOMATO&BF,STR",BABYFOOD,DINNER,3044,1 tbsp,17,61,9.45,7,1.47,1.2,112,2.36,38,2.09,0.3,86.34
"BABYFOOD,DINNER,MACARONI&TOMATO&BF,JR",BABYFOOD,DINNER,3045,1 tbsp,14,59,9.4,4,1.1,1.1,72,2.5,35,2.43,1.5,86.7
"BABYFOOD,RAVIOLI,CHS FILLED,W/TOMATO SAU",BABYFOOD,RAVIOLI,3046,1 tbsp,54,99,16.3,7,2.2,0.1,32,3.6,282,0.59,0.1,76.5
"BABYFOOD,DINNER,BF NOODLE,STR",BABYFOOD,DINNER,3047,1 tbsp,10,63,8.18,8,2.26,1.3,87,2.44,15,1.42,0.1,86.84
"BABYFOOD,MACARONI&CHS,TODD",BABYFOOD,MACARONI&CHS,3048,1 container,102,82,11.2,7,2.6,0.5,18,3.5,112,0.79,0,81.7
"BABYFOOD,DINNER,SPAGHETTI&TOMATO&MEAT,JR",BABYFOOD,DINNER,3050,1 tbsp,15,68,11.42,5,1.37,1.1,122,2.57,30,2.72,0.2,84.17
"BABYFOOD,DINNER,BF STEW,TODD",BABYFOOD,DINNER,3052,1 oz,9,51,5.5,13,1.2,1.1,142,5.1,106,1.39,3,86.9
"BABYFOOD,DINNER,VEG&BF,STR",BABYFOOD,DINNER,3053,1 cup,17,77,8.84,7,3.6,1.3,145,2.21,31,2.34,0.2,84.94
"BABYFOOD,DINNER,VEG&BF,JR",BABYFOOD,DINNER,3054,1 cup,17,77,8.84,7,3.6,1.3,145,2.21,31,2.34,0.2,84.94
"BABYFOOD,DINNER,BF W/VEG",BABYFOOD,DINNER,3055,"1 jar,  Beech-Nut Stage 2 (4 oz)",19,96,6.36,12,6.93,1.8,127,2.03,38,2.16,0,84.3
"BABYFOOD,DINNER,VEG&BACON,STR",BABYFOOD,DINNER,3059,1 cup,14,69,8.81,4,2.95,1.7,116,1.92,49,1.77,0.3,85.75
"BABYFOOD,DINNER,VEG&HAM,STR",BABYFOOD,DINNER,3061,1 cup,16,59,7.8,5,2.14,1.6,141,2.19,16,1.37,1.6,87.47
"BABYFOOD,DINNER,VEG&HAM,JR",BABYFOOD,DINNER,3062,1 cup,14,60,8.64,3,1.89,1,97,2.02,45,0.99,1.1,87
"BABYFOOD,DINNER,VEG&LAMB,STR",BABYFOOD,DINNER,3066,1 cup,12,52,6.9,6,2,1.1,94,2,20,0.94,1.2,88.6
"BABYFOOD,DINNER,VEG&LAMB,JR",BABYFOOD,DINNER,3067,1 oz,13,51,7.1,5,1.7,1.1,95,2.1,13,0.94,1.7,88.6
"BABYFOOD,DINNER,CHICK NOODLE,STR",BABYFOOD,DINNER,3068,1 tbsp,27,66,9.08,16,2.06,2.1,139,2.69,38,2.5,0.1,85.64
"BABYFOOD,DINNER,CHICK NOODLE,JR",BABYFOOD,DINNER,3069,1 tbsp,21,55,8.79,9,1.18,0.9,39,2.37,35,1.07,0.1,87.25
"BABYFOOD,DINNER,CHICK SOUP,STR",BABYFOOD,DINNER,3070,"1 jar,  Beech-Nut Stage 2 (4 oz)",37,50,7.2,4,1.7,1.1,66,1.6,16,1.72,1,89.1
BABYFOOD  DINNER  CHICK STEW  TODD,BABYFOOD  DINNER  CHICK STEW  TODD,,3072,1 tbsp,36,78,6.4,29,3.7,0.6,92,5.2,25,1.68,1.9,83.3
"BABYFOOD,DINNER,VEG CHICK,STR",BABYFOOD,DINNER,3073,1 cup,27,59,8.42,11,1.73,2.1,158,2.47,24,1.58,0.1,86.9
"BABYFOOD,DINNER,PASTA W/VEG",BABYFOOD,DINNER,3077,"1 jar,  Gerber (4 oz)",14,60,8.4,5,2.1,1.5,133,1.7,11,1.2,2.9,87.3
"BABYFOOD,DINNER,TURKEY&RICE,STR",BABYFOOD,DINNER,3082,1 tbsp,18,52,7.94,5,1.24,0.9,91,2.27,19,1.66,0.2,88.22
"BABYFOOD,DINNER,TURKEY & RICE,JR",BABYFOOD,DINNER,3083,1 tbsp,24,56,9.57,4,0.92,1,86,2.37,23,1.25,0.3,86.64
"BABYFOOD,DINNER,VEG&TURKEY,STR",BABYFOOD,DINNER,3084,1 cup,27,48,7.62,4,0.9,1.5,102,2.32,20,1.54,0.7,88.82
"BABYFOOD,DINNER,VEG&TURKEY,JR",BABYFOOD,DINNER,3085,1 cup,16,53,7.55,4,1.74,0.9,98,1.72,45,1.36,0.4,88.5
"BABYFOOD,DINNER,MACARONI&CHS,STR",BABYFOOD,DINNER,3089,1 oz,66,67,8.95,7,2.11,0.7,67,3.14,119,1.27,0.1,85.25
"BABYFOOD,DINNER,MACARONI&CHS,JR",BABYFOOD,DINNER,3090,1 oz,51,61,8.2,6,2,0.3,44,2.6,266,1.32,1.3,86.5
"BABYFOOD,VEG,GRN BNS,STR",BABYFOOD,VEG,3091,1 cup,39,27,6.29,0,0.17,2.2,146,1.2,7,1.88,0.3,91.85
"BABYFOOD,VEG,GRN BNS,JR",BABYFOOD,VEG,3092,1 cup,65,24,5.8,0,0.1,1.9,128,1.2,5,1.08,8.4,92.5
"BABYFOOD,GRN BNS,DICES,TODD",BABYFOOD,GRN BNS,3093,1 oz,27,29,5.7,0,0.2,1.3,116,1.2,37,1.06,1.7,92.6
"BABYFOOD,VEG,GRN BNS&POTATOES",BABYFOOD,VEG,3096,"1 jar,  Gerber (4 oz)",60,62,9,5,1.9,1.4,148,2.2,18,2.35,1.1,86.2
"BABYFOOD,VEG,BEETS,STR",BABYFOOD,VEG,3098,1 cup,14,34,7.7,0,0.1,1.9,182,1.3,83,6.09,2.4,90.1
"BABYFOOD,VEG,CARROTS,STR",BABYFOOD,VEG,3099,1 cup,22,26,6,0,0.1,1.7,196,0.8,69,3.64,5.7,92.3
"BABYFOOD,VEG,CARROTS,JR",BABYFOOD,VEG,3100,1 cup,23,32,7.2,0,0.2,1.7,202,0.8,49,3.16,5.5,91
"BABYFOOD,VEG,SQUASH,STR",BABYFOOD,VEG,3104,1 tbsp,24,28,5.73,0,0.2,0.9,185,0.81,5,3.37,0.3,92.66
"BABYFOOD,VEG,SQUASH,JR",BABYFOOD,VEG,3105,1 tbsp,24,24,5.73,0,0.2,0.9,185,0.81,5,3.24,0.3,92.66
"BABYFOOD,VEG,SWT POTATOES,STR",BABYFOOD,VEG,3108,1 cup,16,57,13.2,0,0.1,1.5,263,1.1,22,4.05,9.9,84.8
"BABYFOOD,VEG,SWT POTATOES,JR",BABYFOOD,VEG,3109,1 cup,16,60,14,0,0.1,1.5,243,1.1,18,4.24,9.6,84.1
"BABYFOOD,POTATOES,TODDLER",BABYFOOD,POTATOES,3112,1 cup,4,52,11.73,0,0.1,0.9,110,1,57,0.91,10.5,86.8
"BABYFOOD,VEG,BUTTERNUT SQUASH&CORN",BABYFOOD,VEG,3114,"1 jar,  Gerber (4 oz)",32,50,9.26,0,0.6,2,352,2,5,2.93,4.9,87.3
"BABYFOOD,APPLS,DICES,TODD",BABYFOOD,APPLS,3115,1 oz,10,51,12.1,0,0.1,0.9,50,0.2,6,10.83,31.3,87.5
"BABYFOOD,FRUIT,APPLSAUC,STR",BABYFOOD,FRUIT,3116,1 tbsp,4,41,10.8,0,0.2,1.7,71,0.2,0,9.87,38.3,88.6
"BABYFOOD,FRUIT,APPLSAUC,JR",BABYFOOD,FRUIT,3117,1 tbsp,5,37,10.3,0,0,1.7,77,0,1,8.48,37.8,89.5
"BABYFOOD,FRUIT,APRICOT W/TAPIOCA,STR",BABYFOOD,FRUIT,3118,1 tbsp,9,60,16.3,0,0,1.5,121,0.3,0,1.41,21.6,83.1
"BABYFOOD,VEG,CORN,CRMD,STR",BABYFOOD,VEG,3119,1 jar,20,57,14.1,1,0.4,2.1,90,1.4,43,1.23,2.1,83.6
"BABYFOOD,VEG,CORN,CRMD,JR",BABYFOOD,VEG,3120,1 cup,4,65,16.25,1,0.4,2.1,81,1.4,52,1.48,2.2,81.4
"BABYFOOD,VEG,PEAS,STR",BABYFOOD,VEG,3121,1 tbsp,18,50,8.36,0,0.43,2,106,3.27,5,2.01,0.6,87.52
"BABYFOOD,PEAS,DICES,TODD",BABYFOOD,PEAS,3122,1 oz,21,64,10.3,0,0.8,3.9,81,3.9,48,4.13,6,84.6
"BABYFOOD,VEG,SPINACH,CRMD,STR",BABYFOOD,VEG,3127,1 cup,89,37,5.7,5,1.3,1.8,191,2.5,49,2.33,8.7,89.6
